COMMENT: reward function gives -1 when staying at same distance or leaving goal, else it gives -0.5. This was wrongly implemented by me but see the result at bottom. average reward -100 -> agent is doing nothing all the time. Interesting!
HYPERPARAMS
n_neurons_hl1 = 32
n_neurons_hl2 = 32
discount = 0.99
learning_rate = 0.01
##################################################
EP	reward	steps	info
3499	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0769.
3500	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1041.
3501	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1048.
3502	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1032.
3503	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0534.
3504	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0484.
3505	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0948.
3506	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1030.
3507	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0488.
3508	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0749.
3509	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0879.
3510	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0508.
3511	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0884.
3512	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0665.
3513	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0994.
3514	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0541.
3515	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0878.
3516	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0699.
3517	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1033.
3518	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1019.
3519	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0722.
3520	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0432.
3521	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0377.
3522	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0808.
3523	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0434.
3524	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1057.
3525	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0550.
3526	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0505.
3527	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0867.
3528	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0568.
3529	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0688.
3530	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0339.
3531	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0285.
3532	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1106.
3533	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0816.
3534	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0832.
3535	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0339.
3536	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0898.
3537	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0599.
3538	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0468.
3539	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0709.
3540	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0796.
3541	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0515.
3542	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0513.
3543	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0434.
3544	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0607.
3545	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0552.
3546	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0538.
3547	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0649.
3548	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0689.
3549	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1103.
3550	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1021.
3551	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0528.
3552	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0444.
3553	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0462.
3554	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0371.
3555	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0827.
3556	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1116.
3557	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0693.
3558	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0493.
3559	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0602.
3560	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0682.
3561	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1170.
3562	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0442.
3563	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0486.
3564	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1012.
3565	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0836.
3566	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1144.
3567	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1071.
3568	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1092.
3569	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0876.
3570	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0630.
3571	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0676.
3572	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0522.
3573	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0819.
3574	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0304.
3575	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0753.
3576	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0410.
3577	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0560.
3578	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0661.
3579	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0595.
3580	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0428.
3581	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0821.
3582	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0803.
3583	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0711.
3584	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0816.
3585	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0570.
3586	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1100.
3587	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0831.
3588	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0885.
3589	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0955.
3590	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0217.
3591	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0850.
3592	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1023.
3593	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0483.
3594	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0989.
3595	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0822.
3596	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0605.
3597	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0490.
3598	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0872.
3599	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0601.
3600	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0537.
3601	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0789.
3602	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0417.
3603	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0504.
3604	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0704.
3605	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0560.
3606	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0797.
3607	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0346.
3608	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0846.
3609	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1012.
3610	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0522.
3611	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0503.
3612	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0207.
3613	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0944.
3614	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0283.
3615	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0270.
3616	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0922.
3617	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0554.
3618	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0742.
3619	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0573.
3620	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0502.
3621	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0896.
3622	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0715.
3623	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0190.
3624	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0548.
3625	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0315.
3626	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1065.
3627	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0521.
3628	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0962.
3629	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0747.
3630	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0748.
3631	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0894.
3632	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0746.
3633	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0901.
3634	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0985.
3635	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0535.
3636	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0773.
3637	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0968.
3638	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0732.
3639	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1062.
3640	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0944.
3641	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0815.
3642	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0254.
3643	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0594.
3644	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0441.
3645	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0378.
3646	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0411.
3647	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0453.
3648	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0821.
3649	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0649.
3650	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0480.
3651	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0584.
3652	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0341.
3653	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1036.
3654	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0999.
3655	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0947.
3656	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0700.
3657	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0866.
3658	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1124.
3659	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0935.
3660	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0885.
3661	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1030.
3662	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0756.
3663	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0242.
3664	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0501.
3665	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0348.
3666	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0837.
3667	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0889.
3668	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0704.
3669	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0228.
3670	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1023.
3671	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1019.
3672	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0524.
3673	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0977.
3674	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0543.
3675	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0542.
3676	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0717.
3677	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0837.
3678	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0950.
3679	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0772.
3680	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0569.
3681	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0741.
3682	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0634.
3683	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0570.
3684	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0527.
3685	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0812.
3686	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0252.
3687	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0677.
3688	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0552.
3689	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0708.
3690	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0876.
3691	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0838.
3692	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0955.
3693	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0735.
3694	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0687.
3695	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0865.
3696	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0545.
3697	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1144.
3698	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0926.
3699	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0287.
3700	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1044.
3701	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0422.
3702	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1117.
3703	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0886.
3704	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1003.
3705	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0599.
3706	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0963.
3707	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1048.
3708	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0926.
3709	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0636.
3710	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0573.
3711	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1034.
3712	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0573.
3713	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1038.
3714	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0934.
3715	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0609.
3716	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0367.
3717	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0933.
3718	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0860.
3719	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0681.
3720	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0597.
3721	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0975.
3722	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1110.
3723	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0499.
3724	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0368.
3725	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0760.
3726	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0841.
3727	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0532.
3728	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0994.
3729	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0540.
3730	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0694.
3731	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1148.
3732	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0726.
3733	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0373.
3734	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0769.
3735	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1054.
3736	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1055.
3737	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0561.
3738	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0216.
3739	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0485.
3740	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0517.
3741	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0211.
3742	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0526.
3743	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0653.
3744	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1100.
3745	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1009.
3746	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1074.
3747	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0404.
3748	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0978.
3749	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0629.
3750	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1110.
3751	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0429.
3752	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0320.
3753	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0157.
3754	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0357.
3755	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0370.
3756	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0292.
3757	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0886.
3758	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0477.
3759	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0811.
3760	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0185.
3761	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0543.
3762	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0893.
3763	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0208.
3764	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0683.
3765	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0981.
3766	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0775.
3767	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1026.
3768	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0962.
3769	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1002.
3770	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0630.
3771	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0736.
3772	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0494.
3773	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0900.
3774	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0948.
3775	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0695.
3776	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0916.
3777	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0432.
3778	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0251.
3779	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1049.
3780	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0739.
3781	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0623.
3782	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0649.
3783	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0935.
3784	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0616.
3785	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0888.
3786	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0832.
3787	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0537.
3788	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0304.
3789	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1157.
3790	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
3791	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0362.
3792	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0602.
3793	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0878.
3794	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0605.
3795	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0542.
3796	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0153.
3797	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0929.
3798	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1001.
3799	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0492.
3800	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0672.
3801	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0593.
3802	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0797.
3803	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
3804	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0606.
3805	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0963.
3806	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0529.
3807	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0351.
3808	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0596.
3809	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0500.
3810	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0781.
3811	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0640.
3812	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0813.
3813	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0710.
3814	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0690.
3815	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0762.
3816	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0980.
3817	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0692.
3818	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1115.
3819	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0700.
3820	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0940.
3821	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0556.
3822	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0545.
3823	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0938.
3824	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0751.
3825	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0291.
3826	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1121.
3827	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0709.
3828	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0713.
3829	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0622.
3830	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1034.
3831	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0707.
3832	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0658.
3833	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0661.
3834	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0731.
3835	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1043.
3836	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0821.
3837	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0679.
3838	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0244.
3839	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0359.
3840	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1128.
3841	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0843.
3842	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0196.
3843	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0338.
3844	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0655.
3845	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0552.
3846	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0478.
3847	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0850.
3848	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0718.
3849	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1188.
3850	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0588.
3851	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0739.
3852	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0386.
3853	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0565.
3854	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0774.
3855	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1024.
3856	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0615.
3857	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0771.
3858	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0842.
3859	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1084.
3860	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0915.
3861	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0735.
3862	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1012.
